date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2014-06-15,Kachin,Bhamo,Mansi,1656,24.11,97.29,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,470,0.48
2014-06-15,Kachin,Bhamo,Mansi,1656,24.11,97.29,miscellaneous food,Salt,185,KG,actual,Retail,MMK,307,0.32
2014-06-15,Kachin,Bhamo,Mansi,1656,24.11,97.29,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1323,1.36
2014-06-15,Kachin,Bhamo,Mansi,1656,24.11,97.29,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,4000,4.12
2014-06-15,Kachin,Bhamo,Mansi,1656,24.11,97.29,oil and fats,Oil (palm),62,L,actual,Retail,MMK,1227,1.26
2014-06-15,Kachin,Bhamo,Momauk,1005,24.24,97.35,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,587,0.6
2014-06-15,Kachin,Bhamo,Momauk,1005,24.24,97.35,miscellaneous food,Salt,185,KG,actual,Retail,MMK,368,0.38
2014-06-15,Kachin,Bhamo,Momauk,1005,24.24,97.35,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1389,1.43
2014-06-15,Kachin,Bhamo,Momauk,1005,24.24,97.35,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,6500,6.69
2014-06-15,Kachin,Bhamo,Momauk,1005,24.24,97.35,oil and fats,Oil (palm),62,L,actual,Retail,MMK,1718,1.77
2014-06-15,Kachin,Bhamo,Shwegu,1657,24.21,96.79,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,470,0.48
2014-06-15,Kachin,Bhamo,Shwegu,1657,24.21,96.79,miscellaneous food,Salt,185,KG,actual,Retail,MMK,307,0.32
2014-06-15,Kachin,Bhamo,Shwegu,1657,24.21,96.79,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1323,1.36
2014-06-15,Kachin,Bhamo,Shwegu,1657,24.21,96.79,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,3000,3.09
2014-06-15,Kachin,Bhamo,Shwegu,1657,24.21,96.79,oil and fats,Oil (palm),62,L,actual,Retail,MMK,1840,1.89
2014-06-15,Kachin,Bhamo,Shwegu,1657,24.21,96.79,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,1128,1.16
2014-06-15,Kachin,Myitkyina,Wai Maw,1021,25.34,97.44,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,470,0.48
2014-06-15,Kachin,Myitkyina,Wai Maw,1021,25.34,97.44,miscellaneous food,Salt,185,KG,actual,Retail,MMK,307,0.32
2014-06-15,Kachin,Myitkyina,Wai Maw,1021,25.34,97.44,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1164,1.2
2014-06-15,Kachin,Myitkyina,Wai Maw,1021,25.34,97.44,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,7000,7.2
2014-06-15,Kachin,Myitkyina,Wai Maw,1021,25.34,97.44,oil and fats,Oil (palm),62,L,actual,Retail,MMK,1350,1.39
2014-06-15,Kachin,Myitkyina,Wai Maw,1021,25.34,97.44,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,705,0.73
2014-06-15,Magway,Gangaw,Gangaw,981,22.16,94.12,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,460,0.47
2014-06-15,Magway,Gangaw,Gangaw,981,22.16,94.12,miscellaneous food,Salt,185,KG,actual,Retail,MMK,267,0.27
2014-06-15,Magway,Gangaw,Gangaw,981,22.16,94.12,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1190,1.22
2014-06-15,Magway,Gangaw,Gangaw,981,22.16,94.12,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,3000,3.09
2014-06-15,Magway,Gangaw,Gangaw,981,22.16,94.12,oil and fats,Oil (palm),62,L,actual,Retail,MMK,1098,1.13
2014-06-15,Magway,Gangaw,Htilin,1654,21.72,94.09,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,384,0.4
2014-06-15,Magway,Gangaw,Htilin,1654,21.72,94.09,miscellaneous food,Salt,185,KG,actual,Retail,MMK,267,0.27
2014-06-15,Magway,Gangaw,Htilin,1654,21.72,94.09,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,4500,4.63
2014-06-15,Magway,Gangaw,Htilin,1654,21.72,94.09,oil and fats,Oil (palm),62,L,actual,Retail,MMK,1159,1.19
2014-06-15,Magway,Magway,Magway,997,20.15,94.92,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,519,0.53
2014-06-15,Magway,Magway,Magway,997,20.15,94.92,miscellaneous food,Salt,185,KG,actual,Retail,MMK,123,0.13
2014-06-15,Magway,Magway,Magway,997,20.15,94.92,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1164,1.2
2014-06-15,Magway,Magway,Magway,997,20.15,94.92,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,3000,3.09
2014-06-15,Magway,Magway,Magway,997,20.15,94.92,oil and fats,Oil (groundnut),245,L,actual,Retail,MMK,1840,1.89
2014-06-15,Magway,Magway,Magway,997,20.15,94.92,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,613,0.63
2014-06-15,Magway,Magway,Yenanchaung,1023,20.46,94.87,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,377,0.39
2014-06-15,Magway,Magway,Yenanchaung,1023,20.46,94.87,miscellaneous food,Salt,185,KG,actual,Retail,MMK,153,0.16
2014-06-15,Magway,Magway,Yenanchaung,1023,20.46,94.87,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1138,1.17
2014-06-15,Magway,Magway,Yenanchaung,1023,20.46,94.87,oil and fats,Oil (groundnut),245,L,actual,Retail,MMK,1963,2.02
2014-06-15,Magway,Magway,Yenanchaung,1023,20.46,94.87,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,708,0.73
2014-06-15,Magway,Pakokku,Pakokku Myo Ma Market,1664,21.33,95.1,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,708,0.73
2014-06-15,Magway,Pakokku,Pakokku Myo Ma Market,1664,21.33,95.1,miscellaneous food,Salt,185,KG,actual,Retail,MMK,123,0.13
2014-06-15,Magway,Pakokku,Pakokku Myo Ma Market,1664,21.33,95.1,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1138,1.17
2014-06-15,Magway,Pakokku,Pakokku Myo Ma Market,1664,21.33,95.1,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,1500,1.54
2014-06-15,Magway,Pakokku,Pakokku Myo Ma Market,1664,21.33,95.1,oil and fats,Oil (groundnut),245,L,actual,Retail,MMK,2454,2.52
2014-06-15,Magway,Pakokku,Pakokku Myo Ma Market,1664,21.33,95.1,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,755,0.78
2014-06-15,Magway,Pakokku,Yaesagyo,1663,21.63,95.24,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,425,0.44
2014-06-15,Magway,Pakokku,Yaesagyo,1663,21.63,95.24,miscellaneous food,Salt,185,KG,actual,Retail,MMK,123,0.13
2014-06-15,Magway,Pakokku,Yaesagyo,1663,21.63,95.24,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1111,1.14
2014-06-15,Magway,Pakokku,Yaesagyo,1663,21.63,95.24,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,3000,3.09
2014-06-15,Magway,Pakokku,Yaesagyo,1663,21.63,95.24,oil and fats,Oil (groundnut),245,L,actual,Retail,MMK,1840,1.89
2014-06-15,Magway,Pakokku,Yaesagyo,1663,21.63,95.24,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,755,0.78
2014-06-15,Sagaing,Kale,Kalay,988,23.19,94.61,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,540,0.56
2014-06-15,Sagaing,Kale,Kalay,988,23.19,94.61,miscellaneous food,Salt,185,KG,actual,Retail,MMK,200,0.21
2014-06-15,Sagaing,Kale,Kalay,988,23.19,94.61,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1138,1.17
2014-06-15,Sagaing,Kale,Kalay,988,23.19,94.61,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,5000,5.14
2014-06-15,Sagaing,Kale,Kalay,988,23.19,94.61,oil and fats,Oil (palm),62,L,actual,Retail,MMK,1830,1.88
2014-06-15,Sagaing,Kale,Kalay,988,23.19,94.61,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,940,0.97
2014-06-15,Shan (North),Hopang,Ai Cheng,1668,22.77,99.22,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,760,0.78
2014-06-15,Shan (North),Hopang,Ai Cheng,1668,22.77,99.22,miscellaneous food,Salt,185,KG,actual,Retail,MMK,456,0.47
2014-06-15,Shan (North),Hopang,Ai Cheng,1668,22.77,99.22,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1520,1.56
2014-06-15,Shan (North),Hopang,Ai Cheng,1668,22.77,99.22,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,4560,4.69
2014-06-15,Shan (North),Hopang,Ai Cheng,1668,22.77,99.22,oil and fats,"Oil (mixed, imported)",396,L,actual,Retail,MMK,1520,1.56
2014-06-15,Shan (North),Hopang,Ai Cheng,1668,22.77,99.22,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,608,0.63
2014-06-15,Shan (North),Hopang,Ban Wai,1670,23.08,99.22,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,608,0.63
2014-06-15,Shan (North),Hopang,Ban Wai,1670,23.08,99.22,miscellaneous food,Salt,185,KG,actual,Retail,MMK,456,0.47
2014-06-15,Shan (North),Hopang,Ban Wai,1670,23.08,99.22,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1292,1.33
2014-06-15,Shan (North),Hopang,Ban Wai,1670,23.08,99.22,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,4560,4.69
2014-06-15,Shan (North),Hopang,Ban Wai,1670,23.08,99.22,oil and fats,"Oil (mixed, imported)",396,L,actual,Retail,MMK,1520,1.56
2014-06-15,Shan (North),Hopang,Ban Wai,1670,23.08,99.22,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,608,0.63
2014-06-15,Shan (North),Hopang,Long Tan,995,22.91,99.37,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,760,0.78
2014-06-15,Shan (North),Hopang,Long Tan,995,22.91,99.37,miscellaneous food,Salt,185,KG,actual,Retail,MMK,456,0.47
2014-06-15,Shan (North),Hopang,Long Tan,995,22.91,99.37,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1292,1.33
2014-06-15,Shan (North),Hopang,Long Tan,995,22.91,99.37,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,3800,3.91
2014-06-15,Shan (North),Hopang,Long Tan,995,22.91,99.37,oil and fats,"Oil (mixed, imported)",396,L,actual,Retail,MMK,1824,1.88
2014-06-15,Shan (North),Hopang,Long Tan,995,22.91,99.37,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,608,0.63
2014-06-15,Shan (North),Hopang,Wang Leng,1669,22.96,99.31,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,760,0.78
2014-06-15,Shan (North),Hopang,Wang Leng,1669,22.96,99.31,miscellaneous food,Salt,185,KG,actual,Retail,MMK,456,0.47
2014-06-15,Shan (North),Hopang,Wang Leng,1669,22.96,99.31,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1368,1.41
2014-06-15,Shan (North),Hopang,Wang Leng,1669,22.96,99.31,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,4560,4.69
2014-06-15,Shan (North),Hopang,Wang Leng,1669,22.96,99.31,oil and fats,"Oil (mixed, imported)",396,L,actual,Retail,MMK,1520,1.56
2014-06-15,Shan (North),Hopang,Wang Leng,1669,22.96,99.31,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,608,0.63
2014-06-15,Shan (North),Kyaukme,Manton,1000,23.25,97.12,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,481,0.49
2014-06-15,Shan (North),Kyaukme,Manton,1000,23.25,97.12,miscellaneous food,Salt,185,KG,actual,Retail,MMK,367,0.38
2014-06-15,Shan (North),Kyaukme,Manton,1000,23.25,97.12,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1333,1.37
2014-06-15,Shan (North),Kyaukme,Manton,1000,23.25,97.12,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,3250,3.34
2014-06-15,Shan (North),Kyaukme,Manton,1000,23.25,97.12,oil and fats,"Oil (mixed, imported)",396,L,actual,Retail,MMK,2037,2.1
2014-06-15,Shan (North),Kyaukme,Manton,1000,23.25,97.12,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,1081,1.11
2014-06-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,423,0.44
2014-06-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,miscellaneous food,Salt,185,KG,actual,Retail,MMK,183,0.19
2014-06-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1088,1.12
2014-06-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,4500,4.63
2014-06-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,oil and fats,"Oil (mixed, imported)",396,L,actual,Retail,MMK,1711,1.76
2014-06-15,Shan (North),Lashio,Lashio Market,1658,22.93,97.75,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,996,1.02
2014-06-15,Shan (North),Lashio,Tangyan,1659,22.5,98.4,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,550,0.57
2014-06-15,Shan (North),Lashio,Tangyan,1659,22.5,98.4,miscellaneous food,Salt,185,KG,actual,Retail,MMK,306,0.31
2014-06-15,Shan (North),Lashio,Tangyan,1659,22.5,98.4,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1125,1.16
2014-06-15,Shan (North),Lashio,Tangyan,1659,22.5,98.4,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,2500,2.57
2014-06-15,Shan (North),Lashio,Tangyan,1659,22.5,98.4,oil and fats,"Oil (mixed, imported)",396,L,actual,Retail,MMK,1834,1.89
2014-06-15,Shan (North),Matman,Pang Kham,1012,22.21,99.15,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,912,0.94
2014-06-15,Shan (North),Matman,Pang Kham,1012,22.21,99.15,miscellaneous food,Salt,185,KG,actual,Retail,MMK,456,0.47
2014-06-15,Shan (North),Matman,Pang Kham,1012,22.21,99.15,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1596,1.64
2014-06-15,Shan (North),Matman,Pang Kham,1012,22.21,99.15,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,8360,8.6
2014-06-15,Shan (North),Matman,Pang Kham,1012,22.21,99.15,oil and fats,"Oil (mixed, imported)",396,L,actual,Retail,MMK,1520,1.56
2014-06-15,Shan (North),Matman,Pang Kham,1012,22.21,99.15,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,760,0.78
2014-06-15,Shan (North),Matman,Pang Yang,1013,22.13,98.8,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,760,0.78
2014-06-15,Shan (North),Matman,Pang Yang,1013,22.13,98.8,miscellaneous food,Salt,185,KG,actual,Retail,MMK,608,0.63
2014-06-15,Shan (North),Matman,Pang Yang,1013,22.13,98.8,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1824,1.88
2014-06-15,Shan (North),Matman,Pang Yang,1013,22.13,98.8,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,10640,10.95
2014-06-15,Shan (North),Matman,Pang Yang,1013,22.13,98.8,oil and fats,"Oil (mixed, imported)",396,L,actual,Retail,MMK,1976,2.03
2014-06-15,Shan (North),Matman,Pang Yang,1013,22.13,98.8,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,608,0.63
2014-06-15,Shan (North),Matman,Ying Phan,1667,22.63,99.28,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,760,0.78
2014-06-15,Shan (North),Matman,Ying Phan,1667,22.63,99.28,miscellaneous food,Salt,185,KG,actual,Retail,MMK,456,0.47
2014-06-15,Shan (North),Matman,Ying Phan,1667,22.63,99.28,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1596,1.64
2014-06-15,Shan (North),Matman,Ying Phan,1667,22.63,99.28,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,7600,7.82
2014-06-15,Shan (North),Matman,Ying Phan,1667,22.63,99.28,oil and fats,"Oil (mixed, imported)",396,L,actual,Retail,MMK,1672,1.72
2014-06-15,Shan (North),Matman,Ying Phan,1667,22.63,99.28,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,608,0.63
2014-06-15,Shan (North),Muse,Kutkai,1661,23.46,97.94,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,489,0.5
2014-06-15,Shan (North),Muse,Kutkai,1661,23.46,97.94,miscellaneous food,Salt,185,KG,actual,Retail,MMK,306,0.31
2014-06-15,Shan (North),Muse,Kutkai,1661,23.46,97.94,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1267,1.3
2014-06-15,Shan (North),Muse,Kutkai,1661,23.46,97.94,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,5333,5.49
2014-06-15,Shan (North),Muse,Kutkai,1661,23.46,97.94,oil and fats,"Oil (mixed, imported)",396,L,actual,Retail,MMK,3056,3.14
2014-06-15,Shan (North),Muse,Kutkai,1661,23.46,97.94,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,1302,1.34
2014-06-15,Shan (North),Muse,Muse,1660,23.99,97.9,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,728,0.75
2014-06-15,Shan (North),Muse,Muse,1660,23.99,97.9,miscellaneous food,Salt,185,KG,actual,Retail,MMK,458,0.47
2014-06-15,Shan (North),Muse,Muse,1660,23.99,97.9,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1163,1.2
2014-06-15,Shan (North),Muse,Muse,1660,23.99,97.9,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,8000,8.23
2014-06-15,Shan (North),Muse,Muse,1660,23.99,97.9,oil and fats,"Oil (mixed, imported)",396,L,actual,Retail,MMK,3209,3.3
2014-06-15,Shan (North),Muse,Muse,1660,23.99,97.9,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,1430,1.47
2014-06-15,Shan (North),Muse,Nam Kam,1662,23.84,97.68,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,458,0.47
2014-06-15,Shan (North),Muse,Nam Kam,1662,23.84,97.68,miscellaneous food,Salt,185,KG,actual,Retail,MMK,367,0.38
2014-06-15,Shan (North),Muse,Nam Kam,1662,23.84,97.68,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1125,1.16
2014-06-15,Shan (North),Muse,Nam Kam,1662,23.84,97.68,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,7000,7.2
2014-06-15,Shan (North),Muse,Nam Kam,1662,23.84,97.68,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,1277,1.31
2014-06-15,Shan (South),Taunggyi,Hopone,1666,20.8,97.17,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,399,0.41
2014-06-15,Shan (South),Taunggyi,Hopone,1666,20.8,97.17,miscellaneous food,Salt,185,KG,actual,Retail,MMK,184,0.19
2014-06-15,Shan (South),Taunggyi,Hopone,1666,20.8,97.17,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1189,1.22
2014-06-15,Shan (South),Taunggyi,Hopone,1666,20.8,97.17,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,3500,3.6
2014-06-15,Shan (South),Taunggyi,Hopone,1666,20.8,97.17,oil and fats,Oil (groundnut),245,L,actual,Retail,MMK,2147,2.21
2014-06-15,Shan (South),Taunggyi,Hopone,1666,20.8,97.17,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,491,0.51
2014-06-15,Shan (South),Taunggyi,Hsihseng,986,20.16,97.25,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,470,0.48
2014-06-15,Shan (South),Taunggyi,Hsihseng,986,20.16,97.25,miscellaneous food,Salt,185,KG,actual,Retail,MMK,307,0.32
2014-06-15,Shan (South),Taunggyi,Hsihseng,986,20.16,97.25,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1176,1.21
2014-06-15,Shan (South),Taunggyi,Hsihseng,986,20.16,97.25,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,3500,3.6
2014-06-15,Shan (South),Taunggyi,Hsihseng,986,20.16,97.25,oil and fats,Oil (groundnut),245,L,actual,Retail,MMK,2792,2.87
2014-06-15,Shan (South),Taunggyi,Hsihseng,986,20.16,97.25,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,736,0.76
2014-06-15,Shan (South),Taunggyi,Phekhon,1665,19.86,97.02,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,438,0.45
2014-06-15,Shan (South),Taunggyi,Phekhon,1665,19.86,97.02,miscellaneous food,Salt,185,KG,actual,Retail,MMK,184,0.19
2014-06-15,Shan (South),Taunggyi,Phekhon,1665,19.86,97.02,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1321,1.36
2014-06-15,Shan (South),Taunggyi,Phekhon,1665,19.86,97.02,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,4167,4.29
2014-06-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,423,0.44
2014-06-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,miscellaneous food,Salt,185,KG,actual,Retail,MMK,123,0.13
2014-06-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1260,1.3
2014-06-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,4000,4.12
2014-06-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,oil and fats,Oil (groundnut),245,L,actual,Retail,MMK,2454,2.52
2014-06-15,Shan (South),Taunggyi,Taunggyi,1019,20.78,97.03,pulses and nuts,Chickpeas (local),394,KG,actual,Retail,MMK,859,0.88
2014-06-15,Yangon,Yangon (West),Yangon,2632,16.8,96.15,cereals and tubers,Rice (Emata),581,KG,actual,Wholesale,MMK,379.67,0.39
2014-06-15,Yangon,Yangon (West),Yangon,2632,16.8,96.15,pulses and nuts,Chickpeas,244,1.6 KG,actual,Retail,MMK,1249.89,1.29
2014-07-15,Chin,Falam,Falam,980,22.92,93.68,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,528,0.55
2014-07-15,Chin,Falam,Falam,980,22.92,93.68,miscellaneous food,Salt,185,KG,actual,Retail,MMK,267,0.28
2014-07-15,Chin,Falam,Falam,980,22.92,93.68,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1190,1.23
2014-07-15,Chin,Falam,Falam,980,22.92,93.68,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,5000,5.17
2014-07-15,Chin,Falam,Falam,980,22.92,93.68,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2257,2.33
2014-07-15,Chin,Falam,Falam,980,22.92,93.68,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,940,0.97
2014-07-15,Chin,Falam,Tedim Municipal Market,1370,23.59,93.7,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,540,0.56
2014-07-15,Chin,Falam,Tedim Municipal Market,1370,23.59,93.7,miscellaneous food,Salt,185,KG,actual,Retail,MMK,267,0.28
2014-07-15,Chin,Falam,Tedim Municipal Market,1370,23.59,93.7,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1190,1.23
2014-07-15,Chin,Falam,Tedim Municipal Market,1370,23.59,93.7,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,4000,4.13
2014-07-15,Chin,Falam,Tedim Municipal Market,1370,23.59,93.7,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2135,2.21
2014-07-15,Chin,Falam,Tedim Municipal Market,1370,23.59,93.7,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,940,0.97
2014-07-15,Chin,Hakha,Hakha Myoma Market,983,22.64,93.61,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,500,0.52
2014-07-15,Chin,Hakha,Hakha Myoma Market,983,22.64,93.61,miscellaneous food,Salt,185,KG,actual,Retail,MMK,267,0.28
2014-07-15,Chin,Hakha,Hakha Myoma Market,983,22.64,93.61,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1323,1.37
2014-07-15,Chin,Hakha,Hakha Myoma Market,983,22.64,93.61,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,5000,5.17
2014-07-15,Chin,Hakha,Hakha Myoma Market,983,22.64,93.61,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2135,2.21
2014-07-15,Chin,Hakha,Hakha Myoma Market,983,22.64,93.61,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,822,0.85
2014-07-15,Chin,Hakha,Thantlang,1482,22.68,93.43,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,560,0.58
2014-07-15,Chin,Hakha,Thantlang,1482,22.68,93.43,miscellaneous food,Salt,185,KG,actual,Retail,MMK,400,0.41
2014-07-15,Chin,Hakha,Thantlang,1482,22.68,93.43,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1323,1.37
2014-07-15,Chin,Hakha,Thantlang,1482,22.68,93.43,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,5500,5.68
2014-07-15,Chin,Hakha,Thantlang,1482,22.68,93.43,oil and fats,Oil (palm),62,L,actual,Retail,MMK,2135,2.21
2014-07-15,Chin,Hakha,Thantlang,1482,22.68,93.43,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,564,0.58
2014-07-15,Chin,Matupi,Matupi,1001,21.6,93.45,cereals and tubers,Rice (low quality),145,KG,actual,Retail,MMK,493,0.51
2014-07-15,Chin,Matupi,Matupi,1001,21.6,93.45,miscellaneous food,Salt,185,KG,actual,Retail,MMK,578,0.6
2014-07-15,Chin,Matupi,Matupi,1001,21.6,93.45,non-food,Fuel (diesel),284,L,actual,Retail,MMK,1464,1.51
2014-07-15,Chin,Matupi,Matupi,1001,21.6,93.45,non-food,"Wage (non-qualified labour, non-agricultural)",465,Day,actual,Retail,MMK,5833,6.03
2014-07-15,Chin,Matupi,Matupi,1001,21.6,93.45,oil and fats,Oil (palm),62,L,actual,Retail,MMK,1586,1.64
2014-07-15,Chin,Matupi,Matupi,1001,21.6,93.45,pulses and nuts,Pulses,163,KG,actual,Retail,MMK,638,0.66
